customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
1323-OOEPC,Female,0,Yes,No,0.736111111111111,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.7975124378109453,0.592932479734709
3181-VTHOE,Male,0,Yes,No,0.9722222222222222,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.3263681592039801,0.41856461864406785
8272-ONJLV,Male,0,No,No,0.16666666666666666,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,0.7706467661691543,0.13633014001473842
3647-GMGDH,Male,0,Yes,No,0.3055555555555555,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.7606965174129353,0.2204886698599853
1303-SRDOK,Female,0,Yes,Yes,0.7638888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),0.5054726368159204,0.44245117907148124
7361-YPXFS,Female,1,No,No,0.38888888888888884,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.4597014925373134,0.21504237288135594
3359-DSRKA,Female,0,Yes,Yes,0.8055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.015920398009950265,0.13343427597641858
6746-WAUWT,Male,0,No,No,0.2638888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.014427860696517386,0.0445030397936625
4659-NZRUF,Female,0,No,No,0.2638888888888889,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7651741293532338,0.20602086403831985
9518-IMLHK,Male,0,No,No,0.4305555555555555,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.5393034825870647,0.24827860169491528
3374-LXDEV,Female,0,No,No,0.18055555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.7079601990049752,0.13038296794399412
5356-RHIPP,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.019402985074626844,0.0023259027266028004
1122-JWTJW,Male,0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5213930348258707,0.008134902358142964
0650-BWOZN,Female,1,No,No,0.25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5502487562189055,0.15653210206337512
5546-QUERU,Male,0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.01691542288557213,0.02959193072955048
8610-ZIKJJ,Female,0,Yes,Yes,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.020398009950248763,0.0036730840088430366
8590-YFFQO,Male,0,Yes,No,0.9722222222222222,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.46467661691542295,0.5208237380250553
2428-HYUNX,Male,1,Yes,No,0.611111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.010945273631840807,0.09755549926308034
7219-TLZHO,Female,0,Yes,Yes,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.025870646766169153,0.007242538688282978
2649-HWLYB,Male,0,Yes,No,0.9027777777777777,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.5761194029850747,0.567606623065586
8065-QBYTO,Female,1,No,No,0.986111111111111,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),0.8099502487562189,0.8268756908621961
8259-DZLIZ,Female,0,Yes,Yes,0.8888888888888888,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),0.35422885572139307,0.3914713061901253
3348-CFRNX,Female,0,Yes,No,0.38888888888888884,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.7373134328358208,0.29970753500368463
8245-UMPYT,Female,1,No,No,0.2222222222222222,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7776119402985074,0.18206521739130438
1555-DJEQW,Female,0,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9547263681592041,0.8893584193072955
7776-QGYJC,Female,0,Yes,Yes,0.5416666666666666,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6293532338308457,0.35778601694915263
2828-SLQPF,Male,0,No,No,0.2638888888888889,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.26616915422885573,0.0996971720707443
3170-GWYKC,Female,0,No,No,0.8333333333333333,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8626865671641791,0.7181224668386147
1710-RCXUS,Male,0,Yes,No,0.7083333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.717412935323383,0.5313363577745027
2673-CXQEU,Female,1,No,No,0.7777777777777777,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,0.917910447761194,0.7069247420781136
3838-OZURD,Male,0,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.86318407960199,0.8213487932940311
4859-ZSRDZ,Female,0,Yes,Yes,0.8055555555555555,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.37064676616915426,0.36464858142962425
5795-BKOYE,Female,0,Yes,Yes,0.9583333333333333,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),0.40646766169154225,0.47608465364775243
2851-MMUTZ,Female,0,No,No,0.375,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.3771144278606965,0.16573208364038322
9752-ZNQUT,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.30199004975124377,0.005595983787767134
6972-SNKKW,Female,0,No,No,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01741293532338306,0.012573691967575537
1329-VHWNP,Female,0,No,No,0.09722222222222221,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.06766169154228854,0.0218715456890199
3999-QGRJH,Male,1,No,No,0.1111111111111111,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5119402985074627,0.06457834377302875
3466-BYAVD,Male,0,Yes,Yes,0.20833333333333331,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.5099502487562189,0.12336495946941786
4568-TTZRT,Male,0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.021393034825870627,0.020933124539425207
4672-FOTSD,Male,0,No,No,0.16666666666666666,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.48756218905472637,0.09583410095799559
8851-RAGOV,Female,0,Yes,No,0.3472222222222222,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.5253731343283582,0.21159957627118647
0256-LTHVJ,Female,0,Yes,Yes,0.38888888888888884,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6248756218905472,0.2564365327929256
5278-PNYOX,Female,0,No,No,0.6805555555555555,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8199004975124379,0.566247927413412
3132-TVFDZ,Male,1,Yes,No,0.7916666666666666,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.2646766169154229,0.29625898120854827
6924-TDGMT,Male,0,Yes,No,0.15277777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.02288557213930348,0.021295827192336036
2824-MYYBN,Female,0,Yes,Yes,0.5138888888888888,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7661691542288557,0.38160349115696396
4289-DTDKW,Male,0,Yes,No,0.5555555555555556,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8263681592039801,0.47359754974207824
0017-DINOC,Male,0,No,No,0.75,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),0.2681592039800995,0.2833168294030951
4536-PLEQY,Male,0,Yes,No,0.16666666666666666,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6646766169154228,0.11512067059690495
6402-EJMWF,Male,0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.3686567164179104,0.027461772291820195
1442-OKRJE,Male,0,Yes,Yes,0.9166666666666666,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8447761194029851,0.8096098931466471
1459-QNFQT,Male,0,Yes,Yes,0.9722222222222222,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.4104477611940298,0.4772476050110539
6996-KNSML,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5636815920398011,0.008624263080324247
2239-JALAW,Male,0,No,No,0.8055555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.845771144278607,0.6928944823139278
3452-ABWRL,Male,1,No,No,0.6527777777777778,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.6746268656716418,0.445099484156227
9231-ZJYAM,Female,1,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6029850746268656,0.033714075165806934
7153-CHRBV,Female,0,Yes,Yes,0.7916666666666666,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,0.408457711442786,0.3770207719233604
6833-JMZYP,Female,0,No,No,0.20833333333333331,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.753731343283582,0.17334308216654387
5666-CYCYZ,Female,0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.7094527363184079,0.2601499170965365
4425-OWHWB,Female,0,No,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.010945273631840807,0.04994357958732499
1543-LLLFT,Male,1,Yes,No,0.8472222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,0.7965174129353233,0.6985250092114961
6581-NQCBA,Female,0,Yes,No,0.2222222222222222,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.3154228855721393,0.09328942520265293
8152-VETUR,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.790547263681592,0.7910026713338247
9796-MVYXX,Female,1,No,No,0.19444444444444442,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,0.21343283582089556,0.07971974023581431
2842-JTCCU,Male,0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.2766169154228855,0.009251796241709654
0595-ITUDF,Male,0,Yes,Yes,0.8888888888888888,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.7318407960199005,0.6863140198968314
0219-QAERP,Male,0,Yes,No,0.41666666666666663,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.015422885572139305,0.06639761422254975
8226-BXGES,Male,0,Yes,No,0.8888888888888888,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),0.708457711442786,0.6554727800294768
3090-HAWSU,Male,0,No,No,0.8472222222222222,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9288557213930347,0.7917338338246133
1136-XGEQU,Female,0,Yes,Yes,0.6944444444444444,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.6557213930348259,0.47950442151805456
6732-FZUGP,Female,0,No,No,0.6527777777777778,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),0.7626865671641792,0.5314169583640383
3401-URHDA,Male,0,No,No,0.7083333333333333,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),0.4144278606965174,0.3504513633014002
0365-TRTPY,Female,0,No,No,0.5138888888888888,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.7258706467661692,0.389450534266765
4654-DLAMQ,Female,1,Yes,No,0.8888888888888888,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),0.7835820895522387,0.740477616064849
8847-GEOOQ,Male,0,Yes,No,0.8333333333333333,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.4174129353233831,0.41249078850405313
3030-ZKIWL,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01791044776119402,0.002308631171702285
6727-IOTLZ,Male,0,Yes,No,0.19444444444444442,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.6338308457711442,0.13607106669123067
6960-HVYXR,Female,0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5746268656716418,0.008750921149594696
0378-NHQXU,Female,0,Yes,Yes,0.2361111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.6965174129353233,0.16818464443625647
0565-JUPYD,Male,0,No,No,0.875,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),0.8582089552238806,0.758889093588799
4625-XMOYM,Female,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.07960199004975121,0.2289114314664702
7663-ZTEGJ,Male,0,No,Yes,0.40277777777777773,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.8189054726368158,0.32590848378776716
1402-PTHGN,Female,0,Yes,Yes,0.25,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,0.43034825870646765,0.12521301584377306
7657-DYEPJ,Male,1,No,No,0.5277777777777778,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0.5164179104477612,0.2875541175386883
3523-BRGUW,Male,1,No,No,0.3611111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.010447761194029848,0.0580554532056006
0100-DUVFC,Male,1,Yes,No,0.9722222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.8611940298507462,0.8415795412675019
2026-TGDHM,Female,0,No,No,0.09722222222222221,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6074626865671642,0.06023742630803243
9746-UGFAC,Female,0,No,No,0.3055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.025870646766169153,0.051889508106116436
1042-HFUCW,Female,0,No,Yes,0.3472222222222222,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.36318407960199006,0.14581222365512161
1153-GNOLC,Male,0,No,No,0.4583333333333333,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,0.20746268656716416,0.15072310243183495
0576-WNXXC,Male,1,Yes,No,0.375,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7691542288557214,0.2890337140751658
6906-ANDWJ,Male,0,Yes,Yes,0.20833333333333331,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5636815920398011,0.12749286109064115
1022-RKXDR,Female,0,No,No,0.5694444444444444,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.06567164179104479,0.11079702468680916
7123-WQUHX,Male,0,No,No,0.5277777777777778,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0.763681592039801,0.4151621223286662
5857-TYBCJ,Male,1,Yes,No,0.611111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7059701492537314,0.46520357406042745
7729-XBTWX,Male,0,Yes,Yes,0.9166666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.014925373134328346,0.15481070375829037
3978-YNKDD,Male,0,No,Yes,0.2638888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.025870646766169153,0.053829679439941054
9170-CCKOU,Male,0,Yes,No,0.2361111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.7159203980099502,0.16743621039056747
1475-VWVDO,Male,0,No,No,0.09722222222222221,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5636815920398011,0.05648374170965366
7108-DGVUU,Female,1,Yes,No,0.29166666666666663,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),0.5318407960199005,0.17237587509211497
2533-QVMSK,Male,0,Yes,No,0.8472222222222222,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,0.7547263681592039,0.6492147199705234
7339-POGZN,Female,0,No,No,0.05555555555555555,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.32288557213930347,0.0247040806927045
6848-YLDFR,Male,0,Yes,Yes,0.8055555555555555,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.5666666666666667,0.49521002210759035
2898-LSJGD,Female,0,Yes,Yes,0.29166666666666663,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.37512437810945276,0.13322701731761238
3507-GASNP,Male,0,No,Yes,0.8333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01691542288557213,0.13700948784082537
7799-LGRDP,Female,0,No,No,0.5972222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.07412935323383085,0.13681374355195286
5373-SFODM,Male,1,Yes,No,0.5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6666666666666666,0.36071642409727345
7733-UDMTP,Female,1,No,No,0.7916666666666666,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.3656716417910447,0.3562603629329404
2801-NISEI,Male,0,No,No,0.3333333333333333,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.3651741293532338,0.15527127855563747
4378-MYPGO,Male,0,Yes,Yes,0.9444444444444444,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8656716417910447,0.8259430268975683
