customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1095-WGNGG,Female,0,Yes,No,0.8472222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8238805970149253,0.6875518146647016,No
2636-SJDOU,Male,0,No,No,0.8888888888888888,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),0.6572139303482587,0.6090007829771555,No
1131-QQZEB,Male,1,Yes,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.056716417910447736,0.20221536477523952,No
5716-EZXZN,Female,0,Yes,Yes,0.9027777777777777,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.8039800995024875,0.7388425755342668,No
6837-BJYDQ,Male,0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.013432835820895522,0.007064065954310981,No
2135-RXIHG,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.27263681592039796,0.005256309874723655,Yes
6440-DKQGE,Male,0,No,Yes,0.41666666666666663,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),0.46019900497512434,0.2222215825350037,No
3466-BYAVD,Male,0,Yes,Yes,0.20833333333333331,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.5099502487562189,0.12336495946941786,No
3780-YVMFA,Female,0,Yes,Yes,0.1111111111111111,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.5004975124378109,0.06498134672070746,No
3874-EQOEP,Male,0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.763681592039801,0.07547669491525424,Yes
1679-JRFBR,Female,0,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8945273631840797,0.9131528647752396,No
9073-ZZIAY,Male,0,Yes,Yes,0.861111111111111,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.6751243781094527,0.6005031779661018,No
3077-RSNTJ,Female,0,Yes,Yes,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.014427860696517386,0.013068809874723657,No
6551-GNYDG,Female,0,Yes,Yes,0.19444444444444442,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6233830845771144,0.1327376565954311,No
9167-APMXZ,Female,0,No,No,0.3055555555555555,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6557213930348259,0.2097860630066323,No
2749-CTKAJ,Male,0,Yes,Yes,0.3055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.018905472636815884,0.048348839351510686,No
6371-NZYEG,Male,0,Yes,Yes,0.2222222222222222,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,0.4577114427860697,0.11790714812085484,No
7554-NEWDD,Male,0,No,No,0.1388888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.07412935323383085,0.028970154753131912,No
8992-VONJD,Female,0,No,Yes,0.18055555555555555,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.3756218905472637,0.08803311532792926,No
0867-MKZVY,Female,0,Yes,No,0.2777777777777778,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.6383084577114428,0.18334906963890937,Yes
4482-EWFMI,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5119402985074627,0.015567428150331615,No
4648-YPBTM,Male,0,No,No,0.736111111111111,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.5537313432835821,0.45576754789977897,No
2907-ILJBN,Female,0,Yes,Yes,0.15277777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.023383084577114438,0.026932111274871044,No
6345-FZOQH,Male,0,Yes,No,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01641791044776117,0.1569926768607222,No
3376-BMGFE,Female,0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5238805970149254,0.03143422991893884,Yes
5997-OPVFA,Male,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7044776119402985,0.7201605103168756,No
3445-HXXGF,Male,1,Yes,No,0.8055555555555555,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.2691542288557213,0.30526897568165073,Yes
1159-WFSGR,Female,0,Yes,Yes,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.021393034825870627,0.037007184966838615,No
7654-YWJUF,Male,0,Yes,No,0.5972222222222222,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.6567164179104478,0.4075223378776714,No
1875-QIVME,Female,0,Yes,No,0.027777777777777776,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8572139303482588,0.02795689019896832,Yes
6727-IOTLZ,Male,0,Yes,No,0.19444444444444442,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.6338308457711442,0.13607106669123067,No
0691-JVSYA,Female,0,Yes,No,0.736111111111111,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.7621890547263681,0.5757415254237289,Yes
5918-VUKWP,Female,0,No,No,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.02288557213930348,0.0753673084008843,No
1744-JHKYS,Female,0,Yes,No,0.4722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.06417910447761191,0.08983511422254976,No
2656-FMOKZ,Female,1,No,No,0.20833333333333331,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5592039800995025,0.13192013633014005,Yes
2070-FNEXE,Female,1,No,No,0.09722222222222221,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5791044776119403,0.05798636698599854,Yes
5947-SGKCL,Female,0,Yes,Yes,0.20833333333333331,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8666666666666666,0.17953781319086223,No
3712-PKXZA,Male,0,Yes,No,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.02288557213930348,0.14415991156963892,No
6317-YPKDH,Female,0,No,No,0.013888888888888888,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.11641791044776117,0.0034485537951363305,Yes
6582-OIVSP,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2691542288557213,0.005216009579955785,No
9367-WXLCH,Male,0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6592039800995024,0.07629997236551217,Yes
5524-KHNJP,Male,0,Yes,Yes,0.4583333333333333,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.5621890547263682,0.2824820375829035,No
1918-ZBFQJ,Female,0,No,No,0.18055555555555555,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6069651741293532,0.12799949336772296,Yes
1024-GUALD,Female,0,Yes,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.06517412935323383,0.0028555637435519533,Yes
4827-USJHP,Male,0,No,No,0.2777777777777778,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.3338308457711442,0.11788987656595433,No
8167-GJLRN,Male,0,No,No,0.041666666666666664,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.12089552238805967,0.009459054900515846,No
0956-SYCWG,Female,0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.013930348258706454,0.028187177597641864,No
8017-UVSZU,Female,0,Yes,No,0.5555555555555556,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0.381592039800995,0.273938375092115,No
7100-FQPRV,Male,0,Yes,Yes,0.5972222222222222,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.5338308457711444,0.3653912582903464,No
2472-OVKUP,Male,0,Yes,No,0.08333333333333333,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7238805970149254,0.061141304347826095,Yes
2984-RGEYA,Female,0,Yes,Yes,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.014925373134328346,0.15836864406779663,No
9680-NIAUV,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.9099502487562189,0.9360376750184232,No
2146-EGVDT,Male,0,Yes,Yes,0.8194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.010447761194029848,0.13733189019896833,No
2604-IJPDU,Female,0,Yes,No,0.2777777777777778,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.7791044776119402,0.21896301584377306,No
9178-JHUVJ,Male,0,Yes,Yes,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.05820895522388059,0.06763540899042005,No
6168-YBYNP,Male,0,No,No,0.8194444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.92636815920398,0.7507081337509213,No
7255-SSFBC,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9353233830845772,0.925945329771555,No
3645-DEYGF,Male,0,No,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.02487562189054726,0.002389231761238025,No
9323-HGFWY,Female,0,Yes,No,0.375,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8323383084577115,0.3087175294767871,No
8544-GOQSH,Female,0,No,No,0.19444444444444442,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.6149253731343283,0.12807433677229182,No
3363-DTIVD,Male,0,Yes,Yes,0.986111111111111,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,0.8686567164179103,0.8526966654384673,No
7018-WBJNK,Male,0,No,Yes,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.5975124378109452,0.11905282792925573,No
9142-KZXOP,Male,0,No,No,0.611111111111111,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.5034825870646765,0.3407044491525424,No
7674-YTAFD,Female,0,No,No,0.4583333333333333,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.6139303482587065,0.3091435611643331,No
6348-SNFUS,Male,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.37014925373134333,0.48120854826823883,No
1285-OKIPP,Male,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6134328358208956,0.009199981577008107,Yes
7825-ECJRF,Female,0,No,No,0.2638888888888889,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8791044776119402,0.2227397291820192,Yes
1347-KTTTA,Male,0,Yes,No,0.8888888888888888,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8378109452736319,0.7661776897568167,No
7841-TZDMQ,Male,0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.2761194029850746,0.00972964259395726,Yes
4195-NZGTA,Female,0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.06965174129353235,0.002907378408253501,No
7157-SMCFK,Male,0,No,Yes,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014925373134328346,0.12944454679439943,No
4709-LKHYG,Female,0,Yes,Yes,0.40277777777777773,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.01741293532338306,0.062183354826823876,No
2504-DSHIH,Male,1,Yes,No,0.3194444444444444,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.682089552238806,0.22750667833456156,No
0699-NDKJM,Female,0,Yes,No,0.7916666666666666,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.4029850746268656,0.39580070928518796,No
9286-BHDQG,Male,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.26865671641791045,0.3615281871775977,No
0230-WEQUW,Male,0,Yes,No,0.9166666666666666,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.381592039800995,0.4363025055268976,No
2040-LDIWQ,Male,0,Yes,Yes,0.9027777777777777,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6562189054726368,0.6130826271186441,No
6496-JDSSB,Female,0,No,No,0.1111111111111111,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6144278606965173,0.07191875460574798,No
9408-SSNVZ,Female,0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5164179104477612,0.030898811717022853,Yes
4443-EMBNA,Female,0,Yes,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.06467661691542287,0.21150746131171708,No
6469-MRVET,Male,0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0.019402985074626844,0.0023259027266028004,No
0742-MOABM,Male,0,Yes,No,0.05555555555555555,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.31641791044776113,0.020651022476050114,Yes
5961-VUSRV,Female,0,No,No,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.010945273631840807,0.025256770449521005,No
6778-JFCMK,Male,0,No,No,0.3333333333333333,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,0.3218905472636816,0.14839144252026532,No
6341-JVQGF,Female,0,Yes,Yes,0.4305555555555555,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.6258706467661692,0.2931270725865881,No
2232-DMLXU,Female,0,Yes,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,0.36766169154228856,0.006355932203389832,Yes
4811-JBUVU,Male,0,No,No,0.41666666666666663,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7129353233830846,0.31355356484893154,No
0945-TSONX,Female,0,Yes,Yes,0.6527777777777778,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6671641791044776,0.4729239591009581,No
2651-ZCBXV,Male,0,No,No,0.75,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8930348258706468,0.6633025515843773,No
3316-UWXUY,Male,0,No,No,0.6944444444444444,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7487562189054726,0.5466447126013265,No
8937-RDTHP,Male,0,No,No,0.013888888888888888,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.6601990049751243,0.009741156963890937,Yes
7083-MIOPC,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.019900497512437804,0.18041866249078853,No
1984-GPTEH,Female,0,No,No,0.40277777777777773,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.06865671641791044,0.08083087693441417,No
1251-KRREG,Male,0,No,No,0.027777777777777776,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.3597014925373134,0.01313789609432572,Yes
0621-JFHOL,Female,0,No,No,0.1388888888888889,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,0.1129353233830846,0.03443372328666176,No
9903-LYSAB,Male,0,Yes,No,0.25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.546268656716418,0.1503719141488578,No
0094-OIFMO,Female,1,No,No,0.15277777777777776,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.763681592039801,0.12899548636698602,Yes
9227-UAQFT,Male,0,No,No,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014925373134328346,0.03274111090641121,No
7301-ABVAD,Female,0,No,No,1.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6800995024875621,0.7312200626381725,No
6614-FHDBO,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9049751243781096,0.9071366064848932,No
7576-ASEJU,Female,0,Yes,Yes,0.5694444444444444,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.5616915422885572,0.36703781319086226,No
9058-HRZSV,Female,1,Yes,No,0.9027777777777777,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.7577114427860697,0.7053875736919676,No
4522-AKYLR,Female,1,No,No,0.18055555555555555,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.363681592039801,0.08420458732498158,No
0221-WMXNQ,Male,1,No,No,0.05555555555555555,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.5681592039800994,0.03148028739867355,No
0303-UNCIP,Male,0,No,No,0.5694444444444444,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,0.46517412935323377,0.2915208179808402,No
9947-OTFQU,Male,1,No,No,0.20833333333333331,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5587064676616916,0.12369887619749448,Yes
0322-YINQP,Male,0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3014925373134328,0.005590226602800295,Yes
0959-WHOKV,Male,0,No,No,0.5833333333333333,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,0.8034825870646766,0.4949394344141489,No
4075-JFPGR,Female,0,Yes,No,0.7083333333333333,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,0.7487562189054726,0.5319120762711865,No
